X,Y
0.0,-3.0
0.0,-2.9393939393939394
0.0,-2.878787878787879
0.0,-2.8181818181818183
0.0,-2.757575757575758
0.0,-2.696969696969697
0.0,-2.6363636363636362
0.0,-2.5757575757575757
0.0,-2.515151515151515
0.0,-2.4545454545454546
0.0,-2.393939393939394
0.0,-2.333333333333333
0.0,-2.2727272727272725
0.0,-2.212121212121212
0.0,-2.1515151515151514
0.0,-2.090909090909091
0.0,-2.0303030303030303
0.0,-1.9696969696969697
0.0,-1.9090909090909092
0.0,-1.8484848484848484
0.0,-1.7878787878787878
0.0,-1.7272727272727273
0.0,-1.6666666666666665
0.0,-1.606060606060606
0.0,-1.5454545454545454
0.0,-1.4848484848484849
0.0,-1.4242424242424243
0.0,-1.3636363636363635
0.0,-1.303030303030303
0.0,-1.2424242424242424
0.0,-1.1818181818181817
0.0,-1.121212121212121
0.0,-1.0606060606060606
0.0,-1.0
0.0,-0.9393939393939394
0.0,-0.8787878787878789
0.0,-0.8181818181818183
0.0,-0.7575757575757573
0.0,-0.6969696969696968
0.0,-0.6363636363636362
0.0,-0.5757575757575757
0.0,-0.5151515151515151
0.0,-0.4545454545454546
0.0,-0.39393939393939403
0.0,-0.33333333333333304
0.0,-0.2727272727272725
0.0,-0.21212121212121193
0.0,-0.15151515151515138
0.0,-0.09090909090909083
0.0,-0.030303030303030276
0.0,0.030303030303030276
0.0,0.09090909090909083
0.0,0.15151515151515138
0.0,0.21212121212121238
0.0,0.27272727272727293
0.0,0.3333333333333335
0.0,0.39393939393939403
0.0,0.4545454545454546
0.0,0.5151515151515151
0.0,0.5757575757575757
0.0,0.6363636363636367
0.0,0.6969696969696972
0.0,0.7575757575757578
0.0,0.8181818181818183
0.0,0.8787878787878789
0.0,0.9393939393939394
0.0,1.0
0.0,1.0606060606060606
0.0,1.121212121212121
0.0,1.1818181818181817
0.0,1.2424242424242422
0.0,1.3030303030303028
0.0,1.3636363636363633
0.0,1.4242424242424248
0.0,1.4848484848484853
0.0,1.5454545454545459
0.0,1.6060606060606064
0.0,1.666666666666667
0.0,1.7272727272727275
0.0,1.787878787878788
0.0,1.8484848484848486
0.0,1.9090909090909092
0.0,1.9696969696969697
0.0,2.0303030303030303
0.0,2.090909090909091
0.0,2.1515151515151514
0.0,2.212121212121212
0.0,2.2727272727272725
0.0,2.333333333333334
0.0,2.3939393939393945
0.0,2.454545454545455
0.0,2.5151515151515156
0.0,2.575757575757576
0.0,2.6363636363636367
0.0,2.6969696969696972
0.0,2.757575757575758
0.0,2.8181818181818183
0.0,2.878787878787879
0.0,2.9393939393939394
0.0,3.0
3.0,3.0
2.993836178251009,3.192210659942139
2.9753700414697377,3.383631485053518
2.9446774709731964,3.573475886104117
2.901884589117089,3.7609637517285224
2.8471672410320057,3.9453246540708617
2.780750272038065,4.125801014638123
2.702906603707257,4.301651217352674
2.613956112370168,4.472152656011813
2.514264314675522,4.636604703631646
2.4042408656038705,4.7943315914736475
2.284337875107404,4.944685185923365
2.1550480502931832,5.087047651810459
2.0169026707839506,5.2208339912259465
1.8704694055762006,5.345494447404089
1.716349980366509,5.460516763790868
1.5551777049315751,5.5654282890160385
1.3876148707225062,5.659797919119
1.214350029367182,5.743237869047437
1.0360951632639237,5.8154052661492805
0.8535827598930982,5.876003559109982
0.6675628018689435,5.924783736545471
0.47879968510013793,5.96154535024335
0.2880690777230457,5.986137338847595
0.096154732714966,5.998458648602064
-0.09615473271496495,5.998458648602064
-0.2880690777230447,5.986137338847595
-0.47879968510013693,5.96154535024335
-0.6675628018689431,5.924783736545471
-0.8535827598930972,5.876003559109982
-1.0360951632639226,5.815405266149281
-1.214350029367181,5.743237869047437
-1.3876148707225053,5.659797919119001
-1.555177704931575,5.5654282890160385
