X,Y
10.0,0.0
10.628319260102366,0.13383412602058095
11.252261776145469,0.2834268352099112
11.869050408690084,0.44856273297212307
12.475935999344479,0.6288975498788891
13.07021105050658,0.8239602491911239
13.649223184165612,1.0331559583918737
14.210388308033176,1.2557697071234946
14.751203418891366,1.490970949068432
15.269258975050592,1.7378188405901975
15.762250772190892,1.9952682443870446
16.22799125960416,2.2621764220320624
16.664420236945745,2.5373103751055326
17.06961487502456,2.819354790692763
17.441799007892214,3.10692054334633
17.77935164751287,3.398553702217199
18.080814676583305,3.69274498896447
18.344899679603962,3.9879396292767635
18.57049387705011,4.282547538395864
18.756665132431653,4.574953778939509
18.90266600713263,4.863529227587763
19.007936843158333,5.1466413858363955
19.07210785926003,5.422665269039432
19.095000251324425,5.6899943073674155
19.076626293376975,5.9470511921019
19.017188441024135,6.192298600871523
18.91707744461928,6.424249736010296
18.776869484849602,6.641478611181149
18.5973223487761,6.842630022752322
18.37937066958725,7.0264291441334015
18.12412025841803,7.1916906833619105
17.832841561513167,7.337327546668844
17.506962280747654,7.462358953528549
17.14805920003388,7.565917951799106
16.75784926441662,7.647258284966317
16.3381799626619,7.705760567198099
15.891019067861077,7.740937725875567
15.418443793976008,7.752439675469484
14.92262942932758,7.7400571910524665
14.405837510759474,7.703724954352484
13.870403604578916,7.643523750035917
13.318724762371323,7.559681794830724
12.753246721397314,7.452575187134387
12.176450920498631,7.322727469867812
11.590841403258494,7.170808304506272
10.998931680577321,6.997631259411592
10.403231624835064,6.804150720776594
9.806234467416855,6.591457939642929
9.210403970582481,6.360776233537553
8.618161843466716,6.113455366261511
8.03187547041498,5.850965134228572
7.453846017895942,5.574888192462671
6.886296983901467,5.28691215789422
6.331363251058484,4.988821031920289
5.791080701652763,4.682485988287035
5.267376449418451,4.369855576190604
4.762059739299399,4.0529453920527105
4.276813562459984,3.733827276688509
3.8131870296364045,3.4146180975274825
3.37258854149929,3.097468178156225
2.956279790069713,2.784549439709023
2.5653706204202535,2.4780433205250088
2.200814776928243,2.180128542007752
1.863406553257986,1.8929687897550922
1.5537783600620643,1.6187003797669453
1.2723992191381883,1.3594199798816375
1.0195741874875617,1.117172456534466
0.7954447094237078,0.8939389164754933
0.5999898896071039,0.6916250122287262
0.4330286746610695,0.5120495788263054
0.29422292588763066,0.35693366771534474
0.1830813605779948,0.22789004172065738
0.09896433452894586,0.12641319256415745
0.04108943366197856,0.05386993970467373
0.00853783812277304,0.01149066618496512
0.00026141794025425126,0.00036124377288902434
0.015090515271226778,0.021415695979736252
0.05174236447139598,0.07542964355146833
0.10883009773736298,0.16301457277965142
0.18487228087702307,0.2846129624926803
0.27830292090495007,0.4404943008887387
0.38748188464119304,0.6307520184868102
0.5107056653300616,0.8553013584279018
